"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1021","protein-exon3-negative-control",-0.674490759476595,-1.1414459006527,-0.385423291129483,-0.929015574373424,0.211982810121215,0.118331712188876,0.261309333969409,-0.343161965347741,-0.533552391824769,8.76837987319574,4.19830087107763,-0.858533223345578,-0.486119466289438,NA,NA,-1.55577381483857,NA,NA,0.490981378806912,1.42567541177869,0,-1.33139876570906,0,0,-0.674490759476595,0,-0.250063561346985,1.16478947641594,-0.815856896260369,-0.0300645105968242,0.886288573716428
"RNA1022","protein-exon3-negative-control",-0.843113449345744,-0.700432711764157,1.39715943034438,-0.801753166925009,0.289067468347112,-0.369786600590238,-0.228552608343614,-0.354995136566629,-0.100670262608447,8.76837987319574,-0.911076842865989,0.310385128254717,0.747408679420011,NA,NA,-0.41435764708247,NA,NA,0,0.799832471453252,0,-1.33139876570906,0,0,-0.674490759476595,0,0.231209083062727,0.837886411212474,-0.615501028810472,-1.00123005261869,0.886288573716428
"RNA1023","protein-exon3-negative-control",-0.168622689869149,0.311303427450736,-0.337245379738297,-0.44541842606945,-0.578134936694225,0.118331712188876,0.261309333969409,-0.141998054626652,-0.362412945390409,8.76837987319574,4.26148845856672,-0.788895534314071,-1.24568113236668,NA,NA,0.877031251147505,NA,NA,0.611623057866728,1.61264923627425,0,-1.33139876570906,0,0,-0.674490759476595,0,-0.613294279746279,1.24785560593405,-0.466362182266666,-0.00385423291129852,0.886288573716428
"RNA1024","protein-exon3-negative-control",-0.421556724672872,-0.259419522875613,-0.120444778477964,-1.11990918554604,-0.134898151895319,0.118331712188876,0.261309333969409,0.177497568283314,-0.161072420173515,8.76837987319574,4.32026760971937,-1.32013161921157,-0.170141813201303,NA,NA,0.88089652770611,NA,NA,0.792844242149117,1.50184993286947,0,-1.33139876570906,0,0,-0.674490759476595,0,0.903604900507738,1.02850910767528,-0.290413812506959,0.286266426987156,0.886288573716428
"RNA1025","protein-exon3-negative-control",-0.168622689869149,0.985794186927332,-1.18035882908404,1.043551741077,-0.597406101250699,0.118331712188876,0.261309333969409,-0.319495622909966,-0.201340525216894,8.76837987319574,3.97494009669758,-0.789890358443092,-0.686643746133831,NA,NA,-1.24616516249429,NA,NA,0.681746435198044,1.5852956582462,0,-1.33139876570906,0,0,-0.674490759476595,0,0.757442406457978,1.60462269141697,-0.868892272938292,0.270006425522551,0.886288573716428
"RNA1026","protein-exon3-negative-control",-0.75880210441117,0,0.0722668670867781,-0.865384370649217,-0.134898151895319,-0.16517134826364,-0.799561893684176,1.8223083677087,-0.191273498956049,0,-0.612772650766319,1.38976930824307,0.0364589599717077,-0.565493409382724,7.95243056537907,1.32385722132226,-0.479308451789229,NA,0,0.174335778950958,0,-1.33139876570906,0,0,-0.674490759476595,0,-0.678398632112435,-0.00294623220505457,-1.02912497143088,-0.434782033682228,-0.321557193284235
"RNA1027","protein-exon3-negative-control",-1.68622689869149,1.89376251699198,-3.83014395559924,-0.038178722234524,-1.02137172149313,-0.843113449345744,-0.894109715376811,4.33094066611287,18.7850710027362,6.74490759476595,0.340919076685338,0.518303371220215,1.50453974816581,40.481219852294,8.2066459276134,-3.10671603397887,-0.639901489759847,NA,8.39482558487613,-0.723311702539326,0,-1.33139876570906,0,0,0.321583114704074,0,-0.100678079556326,0.492951167361081,-0.882228654208177,-0.529534412045235,1.05864020899583
"RNA1028","protein-exon3-negative-control",3.03520841764468,-0.363187332025859,-1.05991405060608,2.25254461183693,0.732304253146017,-0.958979917530685,0.32310043003625,2.49679912718529,1.33891449269235,1.34898151895319,-0.0220421816822417,-0.539194677929667,-0.966162439250258,2.23530449160392,51.8066306746917,0.132965513616016,0.945028261904021,NA,0,-0.726427932947586,0,-1.31186822952724,5.28565714358434,3.74007109446525,33.5460973776001,0,0.361981810649696,-2.07498925298668,2.63820961694067,2.19641862701353,0.630515047456316
"RNA1029","protein-exon3-negative-control",1.26467017401862,1.06362004379002,-0.192711645564742,0.661764518731754,-0.481779113911854,-0.957500771128324,-0.603021539929406,3.10029085934856,2.76843222173229,145335.22190746,-0.46876373044234,-1.8115747389482,0.018229479985854,0.778086099677687,0.438726512243135,-2.62181708970186,-0.938851606597458,-0.945670634055903,0,-0.75482025444506,0,0.420032965019886,0,0,-0.674490759476595,0,0.550284869411708,0.0910653590652485,-0.403861751044629,0.674490759476595,-0.317402707132364
"RNA1030","protein-exon3-negative-control",-0.0843113449345744,1.58245908954124,-0.843113449345744,2.03619851917463,-3.85423291129483,-0.835224668533152,-0.650667686294199,2.49679912718529,2.34561711877682,17650.0741939835,-0.537829233046697,-1.07142558695618,0.577266866218708,9.75363042992661,12.4504023778157,-1.71231751546207,-0.722668670867781,-0.82581881448737,6.60043491632632,-0.567673306037925,0,0.269478641653887,0,0,-0.19901799348682,0,0.83221572204683,-0.14237915408909,1.08990745694865,0.556391722002697,1.43376130090637
